2025-05-27 18:38:10,129 - INFO - experiments.py:190 - run_sbm_experiment() - Running experiment with SBM data.
2025-05-27 18:38:10,201 - INFO - experiments.py:226 - run_sbm_experiment() - All sub-processes started for sbm experiments.
2025-05-27 18:38:15,848 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.003)...
2025-05-27 18:38:15,850 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.003) graph from sbm...
2025-05-27 18:38:15,864 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.009000000000000001)...
2025-05-27 18:38:15,865 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.009000000000000001) graph from sbm...
2025-05-27 18:38:15,981 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.006)...
2025-05-27 18:38:15,982 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.006) graph from sbm...
2025-05-27 18:38:16,002 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.005)...
2025-05-27 18:38:16,002 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.005) graph from sbm...
2025-05-27 18:38:16,006 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.01)...
2025-05-27 18:38:16,006 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.01) graph from sbm...
2025-05-27 18:38:16,061 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.007)...
2025-05-27 18:38:16,062 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.007) graph from sbm...
2025-05-27 18:38:16,064 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.008)...
2025-05-27 18:38:16,065 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.008) graph from sbm...
2025-05-27 18:38:16,073 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.004)...
2025-05-27 18:38:16,074 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.004) graph from sbm...
2025-05-27 18:38:16,093 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.001)...
2025-05-27 18:38:16,095 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.001) graph from sbm...
2025-05-27 18:38:16,099 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.002)...
2025-05-27 18:38:16,099 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.002) graph from sbm...
2025-06-10 14:03:48,000 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 103029.jpg. (Image 61/200)
2025-06-10 14:03:48,073 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(103029)...
2025-06-10 14:03:51,965 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(103029)...
2025-06-10 14:04:13,036 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(103029) into 9 segments with 2 eigenvectors.
2025-06-10 14:04:13,414 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(103029) into 9 segments with 3 eigenvectors.
2025-06-10 14:04:13,582 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(103029) into 9 segments with 4 eigenvectors.
2025-06-10 14:04:13,727 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(103029) into 9 segments with 5 eigenvectors.
2025-06-10 14:04:13,824 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(103029) into 9 segments with 6 eigenvectors.
2025-06-10 14:04:13,874 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(103029) into 9 segments with 7 eigenvectors.
2025-06-10 14:04:13,993 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(103029) into 9 segments with 8 eigenvectors.
2025-06-10 14:04:14,068 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(103029) into 9 segments with 9 eigenvectors.
2025-06-10 14:04:14,486 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 20069.jpg. (Image 62/200)
2025-06-10 14:04:14,598 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(20069)...
2025-06-10 14:04:18,339 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(20069)...
2025-06-10 14:04:38,186 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(20069) into 15 segments with 2 eigenvectors.
2025-06-10 14:04:38,634 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(20069) into 15 segments with 4 eigenvectors.
2025-06-10 14:04:38,834 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(20069) into 15 segments with 6 eigenvectors.
2025-06-10 14:04:38,916 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(20069) into 15 segments with 8 eigenvectors.
2025-06-10 14:04:38,984 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(20069) into 15 segments with 10 eigenvectors.
2025-06-10 14:04:39,057 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(20069) into 15 segments with 12 eigenvectors.
2025-06-10 14:04:39,149 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(20069) into 15 segments with 14 eigenvectors.
2025-06-10 14:04:39,283 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(20069) into 15 segments with 15 eigenvectors.
2025-06-10 14:04:39,826 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 206062.jpg. (Image 63/200)
2025-06-10 14:04:39,910 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(206062)...
2025-06-10 14:04:44,386 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(206062)...
2025-06-10 14:04:53,781 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 2 eigenvectors.
2025-06-10 14:04:54,194 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 5 eigenvectors.
2025-06-10 14:04:54,483 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 8 eigenvectors.
2025-06-10 14:04:54,672 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 11 eigenvectors.
2025-06-10 14:04:54,891 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 14 eigenvectors.
2025-06-10 14:04:55,183 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 17 eigenvectors.
2025-06-10 14:04:55,354 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 20 eigenvectors.
2025-06-10 14:04:55,533 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 23 eigenvectors.
2025-06-10 14:04:55,760 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(206062) into 25 segments with 25 eigenvectors.
2025-06-10 14:04:56,409 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 15011.jpg. (Image 64/200)
2025-06-10 14:04:56,615 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(15011)...
2025-06-10 14:04:59,955 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(15011)...
2025-06-10 14:05:11,407 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 2 eigenvectors.
2025-06-10 14:05:12,013 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 6 eigenvectors.
2025-06-10 14:05:12,353 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 10 eigenvectors.
2025-06-10 14:05:12,688 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 14 eigenvectors.
2025-06-10 14:05:13,048 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 18 eigenvectors.
2025-06-10 14:05:13,438 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 22 eigenvectors.
2025-06-10 14:05:13,808 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 26 eigenvectors.
2025-06-10 14:05:14,175 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 30 eigenvectors.
2025-06-10 14:05:14,551 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(15011) into 34 segments with 34 eigenvectors.
2025-06-10 14:05:15,278 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 201080.jpg. (Image 65/200)
2025-06-10 14:05:15,582 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(201080)...
2025-06-10 14:05:22,612 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(201080)...
2025-06-10 14:05:35,374 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 2 eigenvectors.
2025-06-10 14:05:35,761 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 4 eigenvectors.
2025-06-10 14:05:36,043 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 6 eigenvectors.
2025-06-10 14:05:36,322 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 8 eigenvectors.
2025-06-10 14:05:36,605 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 10 eigenvectors.
2025-06-10 14:05:36,813 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 12 eigenvectors.
2025-06-10 14:05:36,920 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 14 eigenvectors.
2025-06-10 14:05:37,207 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 16 eigenvectors.
2025-06-10 14:05:37,514 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 18 eigenvectors.
2025-06-10 14:05:37,811 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(201080) into 19 segments with 19 eigenvectors.
2025-06-10 14:05:38,575 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 16068.jpg. (Image 66/200)
2025-06-10 14:05:38,763 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(16068)...
2025-06-10 14:05:41,991 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(16068)...
2025-06-10 14:05:48,699 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(16068) into 8 segments with 2 eigenvectors.
2025-06-10 14:05:49,007 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(16068) into 8 segments with 3 eigenvectors.
2025-06-10 14:05:49,088 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(16068) into 8 segments with 4 eigenvectors.
2025-06-10 14:05:49,367 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(16068) into 8 segments with 5 eigenvectors.
2025-06-10 14:05:49,652 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(16068) into 8 segments with 6 eigenvectors.
2025-06-10 14:05:49,933 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(16068) into 8 segments with 7 eigenvectors.
2025-06-10 14:05:50,192 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(16068) into 8 segments with 8 eigenvectors.
2025-06-10 14:05:50,707 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 230063.jpg. (Image 67/200)
2025-06-10 14:05:50,779 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(230063)...
2025-06-10 14:05:54,743 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(230063)...
2025-06-10 14:06:07,060 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 2 eigenvectors.
2025-06-10 14:06:07,432 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 6 eigenvectors.
2025-06-10 14:06:07,734 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 10 eigenvectors.
2025-06-10 14:06:08,069 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 14 eigenvectors.
2025-06-10 14:06:08,419 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 18 eigenvectors.
2025-06-10 14:06:08,797 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 22 eigenvectors.
2025-06-10 14:06:09,098 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 26 eigenvectors.
2025-06-10 14:06:09,445 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 30 eigenvectors.
2025-06-10 14:06:09,680 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(230063) into 33 segments with 33 eigenvectors.
2025-06-10 14:06:10,361 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 118031.jpg. (Image 68/200)
2025-06-10 14:06:10,477 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(118031)...
2025-06-10 14:06:14,427 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(118031)...
2025-06-10 14:06:22,445 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(118031) into 23 segments with 2 eigenvectors.
2025-06-10 14:06:22,756 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(118031) into 23 segments with 5 eigenvectors.
2025-06-10 14:06:22,962 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(118031) into 23 segments with 8 eigenvectors.
2025-06-10 14:06:23,145 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(118031) into 23 segments with 11 eigenvectors.
2025-06-10 14:06:23,476 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(118031) into 23 segments with 14 eigenvectors.
2025-06-10 14:06:23,831 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(118031) into 23 segments with 17 eigenvectors.
2025-06-10 14:06:24,120 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(118031) into 23 segments with 20 eigenvectors.
2025-06-10 14:06:24,408 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(118031) into 23 segments with 23 eigenvectors.
2025-06-10 14:06:24,901 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 87015.jpg. (Image 69/200)
2025-06-10 14:06:24,985 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(87015)...
2025-06-10 14:06:26,842 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(87015)...
2025-06-10 14:06:35,450 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(87015) into 6 segments with 2 eigenvectors.
2025-06-10 14:06:35,748 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(87015) into 6 segments with 3 eigenvectors.
2025-06-10 14:06:35,932 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(87015) into 6 segments with 4 eigenvectors.
2025-06-10 14:06:35,991 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(87015) into 6 segments with 5 eigenvectors.
2025-06-10 14:06:36,027 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(87015) into 6 segments with 6 eigenvectors.
2025-06-10 14:06:36,232 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 65084.jpg. (Image 70/200)
2025-06-10 14:06:36,397 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(65084)...
2025-06-10 14:06:41,469 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(65084)...
2025-06-10 14:06:57,206 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 2 eigenvectors.
2025-06-10 14:06:57,513 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 6 eigenvectors.
2025-06-10 14:06:57,806 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 10 eigenvectors.
2025-06-10 14:06:58,140 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 14 eigenvectors.
2025-06-10 14:06:58,529 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 18 eigenvectors.
2025-06-10 14:06:58,940 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 22 eigenvectors.
2025-06-10 14:06:59,310 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 26 eigenvectors.
2025-06-10 14:06:59,675 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 30 eigenvectors.
2025-06-10 14:07:00,056 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(65084) into 33 segments with 33 eigenvectors.
2025-06-10 14:07:00,837 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 108036.jpg. (Image 71/200)
2025-06-10 14:07:01,112 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(108036)...
2025-06-10 14:07:03,556 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(108036)...
2025-06-10 14:07:11,861 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(108036) into 14 segments with 2 eigenvectors.
2025-06-10 14:07:12,242 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(108036) into 14 segments with 4 eigenvectors.
2025-06-10 14:07:12,531 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(108036) into 14 segments with 6 eigenvectors.
2025-06-10 14:07:12,834 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(108036) into 14 segments with 8 eigenvectors.
2025-06-10 14:07:12,948 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(108036) into 14 segments with 10 eigenvectors.
2025-06-10 14:07:13,111 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(108036) into 14 segments with 12 eigenvectors.
2025-06-10 14:07:13,249 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(108036) into 14 segments with 14 eigenvectors.
2025-06-10 14:07:13,655 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 97010.jpg. (Image 72/200)
2025-06-10 14:07:13,721 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(97010)...
2025-06-10 14:07:18,525 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(97010)...
2025-06-10 14:07:25,384 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 2 eigenvectors.
2025-06-10 14:07:25,685 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 4 eigenvectors.
2025-06-10 14:07:25,939 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 6 eigenvectors.
2025-06-10 14:07:26,219 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 8 eigenvectors.
2025-06-10 14:07:26,409 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 10 eigenvectors.
2025-06-10 14:07:26,596 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 12 eigenvectors.
2025-06-10 14:07:26,743 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 14 eigenvectors.
2025-06-10 14:07:26,870 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 16 eigenvectors.
2025-06-10 14:07:27,023 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 18 eigenvectors.
2025-06-10 14:07:27,220 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(97010) into 19 segments with 19 eigenvectors.
2025-06-10 14:07:27,810 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 41085.jpg. (Image 73/200)
2025-06-10 14:07:27,955 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(41085)...
2025-06-10 14:07:30,111 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(41085)...
2025-06-10 14:07:35,939 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(41085) into 13 segments with 2 eigenvectors.
2025-06-10 14:07:36,238 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(41085) into 13 segments with 4 eigenvectors.
2025-06-10 14:07:36,371 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(41085) into 13 segments with 6 eigenvectors.
2025-06-10 14:07:36,493 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(41085) into 13 segments with 8 eigenvectors.
2025-06-10 14:07:36,603 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(41085) into 13 segments with 10 eigenvectors.
2025-06-10 14:07:36,718 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(41085) into 13 segments with 12 eigenvectors.
2025-06-10 14:07:36,888 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(41085) into 13 segments with 13 eigenvectors.
2025-06-10 14:07:37,257 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 385022.jpg. (Image 74/200)
2025-06-10 14:07:37,317 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(385022)...
2025-06-10 14:07:40,905 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(385022)...
2025-06-10 14:07:46,485 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 2 eigenvectors.
2025-06-10 14:07:46,811 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 4 eigenvectors.
2025-06-10 14:07:46,946 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 6 eigenvectors.
2025-06-10 14:07:47,044 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 8 eigenvectors.
2025-06-10 14:07:47,142 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 10 eigenvectors.
2025-06-10 14:07:47,267 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 12 eigenvectors.
2025-06-10 14:07:47,411 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 14 eigenvectors.
2025-06-10 14:07:47,572 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 16 eigenvectors.
2025-06-10 14:07:47,742 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(385022) into 17 segments with 17 eigenvectors.
2025-06-10 14:07:48,347 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 285022.jpg. (Image 75/200)
2025-06-10 14:07:48,497 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(285022)...
2025-06-10 14:07:58,297 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(285022)...
2025-06-10 14:08:12,641 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(285022) into 12 segments with 2 eigenvectors.
2025-06-10 14:08:13,021 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(285022) into 12 segments with 4 eigenvectors.
2025-06-10 14:08:13,193 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(285022) into 12 segments with 6 eigenvectors.
2025-06-10 14:08:13,246 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(285022) into 12 segments with 8 eigenvectors.
2025-06-10 14:08:13,339 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(285022) into 12 segments with 10 eigenvectors.
2025-06-10 14:08:13,446 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(285022) into 12 segments with 12 eigenvectors.
2025-06-10 14:08:13,757 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 14085.jpg. (Image 76/200)
2025-06-10 14:08:14,090 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(14085)...
2025-06-10 14:08:16,552 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(14085)...
2025-06-10 14:08:23,311 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(14085) into 15 segments with 2 eigenvectors.
2025-06-10 14:08:23,641 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(14085) into 15 segments with 4 eigenvectors.
2025-06-10 14:08:23,785 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(14085) into 15 segments with 6 eigenvectors.
2025-06-10 14:08:23,955 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(14085) into 15 segments with 8 eigenvectors.
2025-06-10 14:08:24,079 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(14085) into 15 segments with 10 eigenvectors.
2025-06-10 14:08:24,211 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(14085) into 15 segments with 12 eigenvectors.
2025-06-10 14:08:24,304 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(14085) into 15 segments with 14 eigenvectors.
2025-06-10 14:08:24,429 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(14085) into 15 segments with 15 eigenvectors.
2025-06-10 14:08:24,953 - INFO - experiments.py:377 - run_bsds_experiment() - Running BSDS experiment with image 107072.jpg. (Image 77/200)
2025-06-10 14:08:25,021 - INFO - datasets.py:109 - load_graph() - Constructing the RBF graph for bsds(107072)...
2025-06-10 14:08:27,012 - INFO - datasets.py:392 - load_graph() - Adding grid graph to image graph for bsds(107072)...
2025-06-10 14:08:32,368 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(107072) into 19 segments with 2 eigenvectors.
2025-06-10 14:08:32,723 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(107072) into 19 segments with 4 eigenvectors.
2025-06-10 14:08:33,048 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(107072) into 19 segments with 6 eigenvectors.
2025-06-10 14:08:33,334 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(107072) into 19 segments with 8 eigenvectors.
2025-06-10 14:08:33,671 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(107072) into 19 segments with 10 eigenvectors.
2025-06-10 14:08:33,947 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(107072) into 19 segments with 12 eigenvectors.
2025-06-10 14:08:34,154 - INFO - experiments.py:263 - segment_bsds_image() - Segmenting bsds(107072) into 19 segments with 14 eigenvectors.
